State,State Name,County,County Name,NAICS,NAICS Description,Enterprise Size,Firms,Establishments,Employment,Employment Noise Flag,"Annual Payroll
($1,000)",Annual Payroll Noise Flag
29,Missouri,121,Macon,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,40,J,351,H
29,Missouri,121,Macon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,91,H,"1,410",G
29,Missouri,123,Madison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,243,H,"5,645",H
29,Missouri,125,Maries,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,39,H,477,G
29,Missouri,127,Marion,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,171,H,"2,325",G
29,Missouri,127,Marion,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,49,49,201,H,"3,870",G
29,Missouri,129,Mercer,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,9,J,154,G
29,Missouri,131,Miller,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,13,92,J,"2,943",H
29,Missouri,131,Miller,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,26,26,147,H,"2,864",G
29,Missouri,133,Mississippi,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,67,J,"1,001",G
29,Missouri,135,Moniteau,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,18,J,183,H
29,Missouri,135,Moniteau,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,26,26,96,G,"1,400",G
29,Missouri,137,Monroe,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,22,J,254,G
29,Missouri,139,Montgomery,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,3,J,481,J
29,Missouri,139,Montgomery,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,68,G,"2,378",H
29,Missouri,141,Morgan,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,53,J,"1,233",H
29,Missouri,141,Morgan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,31,31,102,G,"1,786",G
29,Missouri,143,New Madrid,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,23,75,H,"1,364",H
29,Missouri,145,Newton,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,138,H,"1,695",G
29,Missouri,145,Newton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,73,74,404,H,"8,529",G
29,Missouri,147,Nodaway,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,26,H,360,G
29,Missouri,147,Nodaway,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,33,33,258,G,"6,029",G
29,Missouri,149,Oregon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,36,H,636,J
29,Missouri,151,Osage,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,99,H,"2,008",G
29,Missouri,153,Ozark,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,15,J,404,H
29,Missouri,153,Ozark,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,22,J,241,H
29,Missouri,155,Pemiscot,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,183,J,"6,440",J
29,Missouri,155,Pemiscot,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,56,G,700,G
29,Missouri,157,Perry,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,8,G,217,J
29,Missouri,157,Perry,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,25,27,340,G,"7,770",G
29,Missouri,159,Pettis,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,45,H,"1,349",J
29,Missouri,159,Pettis,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,49,49,196,H,"3,260",G
29,Missouri,161,Phelps,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,124,H,"1,871",G
29,Missouri,161,Phelps,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,59,59,376,G,"7,999",G
29,Missouri,163,Pike,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,77,J,"1,196",J
29,Missouri,163,Pike,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,25,25,71,H,907,G
29,Missouri,165,Platte,713,"Amusement, Gambling, and Recreation Industries",1: Total,30,33,777,G,"11,663",H
29,Missouri,165,Platte,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,88,88,617,G,"24,357",H
29,Missouri,167,Polk,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,58,J,"1,024",J
29,Missouri,167,Polk,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,30,30,126,H,"2,314",G
29,Missouri,169,Pulaski,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,10,J,297,H
29,Missouri,169,Pulaski,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,46,46,254,G,"4,288",G
29,Missouri,171,Putnam,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,15,J,362,J
29,Missouri,173,Ralls,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,9,J,360,J
29,Missouri,173,Ralls,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,42,H,548,H
29,Missouri,175,Randolph,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,65,H,678,J
29,Missouri,175,Randolph,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,37,37,120,G,"1,888",G
29,Missouri,177,Ray,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,57,G,"1,040",G
29,Missouri,177,Ray,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,82,H,"1,213",G
29,Missouri,179,Reynolds,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,11,G,190,G
29,Missouri,181,Ripley,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,45,H,721,G
29,Missouri,183,St. Charles,713,"Amusement, Gambling, and Recreation Industries",1: Total,114,122,"1,839",G,"37,966",G
29,Missouri,183,St. Charles,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,205,220,"2,511",G,"62,981",G
29,Missouri,185,St. Clair,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,25,J,483,H
29,Missouri,186,Ste. Genevieve,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,9,J,247,H
29,Missouri,186,Ste. Genevieve,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,28,181,H,"3,439",H
29,Missouri,187,St. Francois,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,82,J,"1,746",H
29,Missouri,187,St. Francois,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,81,82,393,G,"7,179",G
29,Missouri,189,St. Louis,713,"Amusement, Gambling, and Recreation Industries",1: Total,283,317,"6,923",G,"167,965",G
29,Missouri,189,St. Louis,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,910,984,"10,460",G,"400,296",G
29,Missouri,195,Saline,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,114,H,"1,906",G
29,Missouri,197,Schuyler,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,15,J,255,H
29,Missouri,199,Scotland,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,30,J,283,G
29,Missouri,201,Scott,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,37,J,462,J
29,Missouri,201,Scott,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,60,60,371,G,"6,732",G
29,Missouri,203,Shannon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,12,G,255,H
29,Missouri,205,Shelby,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,18,18,71,H,"1,538",H
29,Missouri,207,Stoddard,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,28,J,587,H
29,Missouri,207,Stoddard,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,41,41,177,G,"3,290",G
29,Missouri,209,Stone,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,13,859,J,"29,053",J
29,Missouri,209,Stone,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,51,51,254,G,"6,756",G
29,Missouri,211,Sullivan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,21,H,427,H
29,Missouri,213,Taney,713,"Amusement, Gambling, and Recreation Industries",1: Total,48,54,685,H,"15,864",G
29,Missouri,213,Taney,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,80,80,518,G,"17,521",G
29,Missouri,215,Texas,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,3,J,94,H
29,Missouri,215,Texas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,32,32,102,H,"1,472",G
29,Missouri,217,Vernon,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,14,G,239,J
29,Missouri,217,Vernon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,27,27,140,G,"1,908",G
29,Missouri,219,Warren,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,28,H,767,G
29,Missouri,219,Warren,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,30,427,G,"11,844",H
29,Missouri,221,Washington,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,22,H,415,H
29,Missouri,221,Washington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,23,51,J,726,H
29,Missouri,223,Wayne,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,6,J,68,G
29,Missouri,223,Wayne,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,71,H,"1,191",G
29,Missouri,225,Webster,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,42,H,441,G
29,Missouri,225,Webster,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,37,37,95,H,"1,604",G
29,Missouri,227,Worth,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,6,J,102,G
29,Missouri,229,Wright,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,25,25,117,G,"2,122",G
29,Missouri,510,St. Louis city,713,"Amusement, Gambling, and Recreation Industries",1: Total,61,75,"1,258",H,"35,980",J
29,Missouri,510,St. Louis city,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,433,474,"4,082",G,"166,940",G
29,Missouri,999,Statewide Missouri,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,32,J,"3,040",J
30,Montana,1,Beaverhead,713,"Amusement, Gambling, and Recreation Industries",1: Total,17,18,107,J,"1,752",H
30,Montana,1,Beaverhead,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,22,47,H,846,G
30,Montana,3,Big Horn,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,52,G,"1,213",G
30,Montana,3,Big Horn,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,28,J,584,J
30,Montana,5,Blaine,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,27,J,825,J
30,Montana,5,Blaine,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,22,J,324,H
30,Montana,7,Broadwater,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,8,32,G,820,G
30,Montana,7,Broadwater,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,12,J,223,J
30,Montana,9,Carbon,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,12,276,H,"3,560",H
30,Montana,9,Carbon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,73,J,"1,624",H
30,Montana,13,Cascade,713,"Amusement, Gambling, and Recreation Industries",1: Total,67,72,713,G,"12,347",G
30,Montana,13,Cascade,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,101,104,691,G,"20,846",G
30,Montana,15,Chouteau,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,12,J,314,H
30,Montana,15,Chouteau,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,13,G,131,G
30,Montana,17,Custer,713,"Amusement, Gambling, and Recreation Industries",1: Total,14,15,116,H,"1,951",H
30,Montana,17,Custer,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,94,G,"1,613",G
30,Montana,19,Daniels,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,12,J,193,H
30,Montana,19,Daniels,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,7,G,42,J
30,Montana,21,Dawson,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,42,J,810,G
30,Montana,21,Dawson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,82,H,"1,314",H
30,Montana,23,Deer Lodge,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,11,56,G,"1,755",H
30,Montana,23,Deer Lodge,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,19,G,259,H
30,Montana,25,Fallon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,28,J,455,H
30,Montana,27,Fergus,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,10,54,G,826,H
30,Montana,27,Fergus,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,81,H,"1,355",H
30,Montana,29,Flathead,713,"Amusement, Gambling, and Recreation Industries",1: Total,88,97,"1,108",G,"27,677",G
30,Montana,29,Flathead,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,149,149,767,G,"20,173",G
30,Montana,31,Gallatin,713,"Amusement, Gambling, and Recreation Industries",1: Total,113,120,"1,335",G,"31,458",G
30,Montana,31,Gallatin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,182,185,"1,060",G,"46,076",G
30,Montana,35,Glacier,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,7,23,G,561,J
30,Montana,35,Glacier,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,35,H,796,H
30,Montana,39,Granite,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,11,G,97,J
30,Montana,41,Hill,713,"Amusement, Gambling, and Recreation Industries",1: Total,16,19,73,H,"1,494",G
30,Montana,41,Hill,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,90,G,"1,487",H
30,Montana,43,Jefferson,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,4,14,J,454,J
30,Montana,43,Jefferson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,39,G,853,H
30,Montana,45,Judith Basin,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,4,G,131,G
30,Montana,47,Lake,713,"Amusement, Gambling, and Recreation Industries",1: Total,17,17,57,G,"2,030",G
30,Montana,47,Lake,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,38,38,143,H,"2,688",G
30,Montana,49,Lewis and Clark,713,"Amusement, Gambling, and Recreation Industries",1: Total,62,67,724,G,"12,948",G
30,Montana,49,Lewis and Clark,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,162,162,"1,049",G,"50,335",G
30,Montana,51,Liberty,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,15,G,182,G
30,Montana,53,Lincoln,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,13,103,G,"1,995",G
30,Montana,53,Lincoln,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,31,31,93,H,"1,545",G
30,Montana,55,McCone,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,11,J,34,J
30,Montana,57,Madison,713,"Amusement, Gambling, and Recreation Industries",1: Total,14,14,21,G,"12,146",J
30,Montana,57,Madison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,66,H,"1,815",G
30,Montana,59,Meagher,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,11,J,336,H
30,Montana,59,Meagher,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,6,J,109,J
30,Montana,61,Mineral,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,10,J,693,H
30,Montana,61,Mineral,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,7,J,64,J
30,Montana,63,Missoula,713,"Amusement, Gambling, and Recreation Industries",1: Total,74,83,"1,019",G,"21,592",G
30,Montana,63,Missoula,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,180,181,"1,216",G,"50,535",G
30,Montana,65,Musselshell,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,10,G,277,J
